# script: Stepped_tone_log.py
# csv_file: data/stepped_tone_2026-07-20_14-10-21.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# tones: [100, 107, 115, 123, 143, 238, 241, 292, 306, 333, 495]
# dwell_s: 4.0
# notes_source: Notes/Baseplate/Baseplate_design.md, Notes/Coldplate/Coldplate.md
# run_timestamp_local: 2026-07-20T14:10:23.568000+02:00
wall_clock,t_rel_s,f_scheduled_hz,tone_index,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:10:27.050653+02:00,3.351,100.0,0,3909,22.0,5.53,294.0,272.0,18.0,4.47,307.0,289.0
2026-07-20T14:10:27.070424+02:00,3.371,100.0,0,3931,23.0,5.77,296.0,273.0,18.0,4.61,308.0,290.0
2026-07-20T14:10:27.091071+02:00,3.391,100.0,0,3952,23.0,5.73,296.0,273.0,17.0,4.43,307.0,290.0
2026-07-20T14:10:27.114858+02:00,3.415,100.0,0,3974,22.0,5.53,295.0,273.0,17.0,4.3,308.0,291.0
2026-07-20T14:10:27.134453+02:00,3.435,100.0,0,3995,20.0,5.28,293.0,273.0,15.0,4.11,305.0,290.0
2026-07-20T14:10:27.156744+02:00,3.457,100.0,0,4017,23.0,5.97,295.0,272.0,18.0,4.67,307.0,289.0
2026-07-20T14:10:27.178159+02:00,3.478,100.0,0,4039,24.0,6.02,296.0,272.0,19.0,4.66,308.0,289.0
2026-07-20T14:10:27.200542+02:00,3.501,100.0,0,4061,23.0,5.53,295.0,272.0,17.0,4.35,307.0,290.0
2026-07-20T14:10:27.221044+02:00,3.521,100.0,0,4082,21.0,5.44,294.0,273.0,17.0,4.34,307.0,290.0
2026-07-20T14:10:27.245732+02:00,3.546,100.0,0,4104,21.0,5.56,294.0,273.0,17.0,4.35,307.0,290.0
2026-07-20T14:10:27.264115+02:00,3.564,100.0,0,4125,21.0,5.6,293.0,272.0,17.0,4.43,306.0,289.0
2026-07-20T14:10:27.286754+02:00,3.587,100.0,0,4147,21.0,5.35,292.0,271.0,17.0,4.13,305.0,288.0
2026-07-20T14:10:27.309243+02:00,3.610,100.0,0,4169,22.0,5.34,295.0,273.0,16.0,4.11,306.0,290.0
2026-07-20T14:10:27.330823+02:00,3.631,100.0,0,4191,20.0,5.14,293.0,273.0,15.0,4.11,305.0,290.0
2026-07-20T14:10:27.352140+02:00,3.652,100.0,0,4213,21.0,5.56,294.0,273.0,17.0,4.36,306.0,289.0
2026-07-20T14:10:27.374570+02:00,3.675,100.0,0,4234,23.0,5.96,296.0,273.0,18.0,4.63,308.0,290.0
2026-07-20T14:10:27.394367+02:00,3.695,100.0,0,4255,23.0,5.99,294.0,271.0,18.0,4.71,306.0,288.0
2026-07-20T14:10:27.416709+02:00,3.717,100.0,0,4277,23.0,5.82,296.0,273.0,18.0,4.58,308.0,290.0
2026-07-20T14:10:27.437115+02:00,3.737,100.0,0,4298,23.0,5.75,297.0,274.0,18.0,4.5,308.0,290.0
2026-07-20T14:10:27.461191+02:00,3.762,100.0,0,4319,19.0,5.19,293.0,274.0,16.0,4.13,306.0,290.0
2026-07-20T14:10:27.479500+02:00,3.780,100.0,0,4340,20.0,5.36,294.0,274.0,16.0,4.32,307.0,291.0
2026-07-20T14:10:27.501751+02:00,3.802,100.0,0,4362,21.0,5.4,293.0,272.0,17.0,4.24,306.0,289.0
2026-07-20T14:10:27.523845+02:00,3.824,100.0,0,4383,23.0,5.43,297.0,274.0,18.0,4.19,308.0,290.0
2026-07-20T14:10:27.544967+02:00,3.845,100.0,0,4405,21.0,5.14,295.0,274.0,17.0,3.99,307.0,290.0
2026-07-20T14:10:27.566414+02:00,3.867,100.0,0,4427,23.0,5.71,296.0,273.0,17.0,4.39,307.0,290.0
2026-07-20T14:10:27.588799+02:00,3.889,100.0,0,4449,22.0,5.75,295.0,273.0,16.0,4.45,307.0,291.0
