# script: Chirp_sweep_log.py
# csv_file: data/chirp_sweep_2026-07-20_14-24-20.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# sweep: {"f0": 20.0, "f1": 20000.0, "duration_s": 40.0, "type": "log"}
# run_timestamp_local: 2026-07-20T14:24:22.190447+02:00
wall_clock,t_rel_s,f_inst_hz,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:24:24.877431+02:00,2.572,31.18,3109,3.0,0.72,281.0,278.0,3.0,0.56,298.0,295.0
2026-07-20T14:24:24.899771+02:00,2.594,31.30,3131,4.0,1.06,280.0,276.0,4.0,0.93,297.0,293.0
2026-07-20T14:24:24.920347+02:00,2.615,31.42,3152,4.0,1.23,280.0,276.0,4.0,0.99,297.0,293.0
2026-07-20T14:24:24.960101+02:00,2.655,31.63,3174,7.0,2.2,283.0,276.0,6.0,1.8,300.0,294.0
2026-07-20T14:24:24.963106+02:00,2.658,31.65,3195,5.0,1.42,280.0,275.0,5.0,1.26,298.0,293.0
2026-07-20T14:24:24.985712+02:00,2.680,31.77,3217,4.0,1.13,281.0,277.0,3.0,0.87,297.0,294.0
2026-07-20T14:24:25.007328+02:00,2.702,31.89,3239,5.0,1.75,280.0,275.0,4.0,1.38,297.0,293.0
2026-07-20T14:24:25.029743+02:00,2.724,32.01,3261,4.0,0.92,281.0,277.0,3.0,0.83,298.0,295.0
2026-07-20T14:24:25.050369+02:00,2.745,32.13,3282,3.0,0.81,280.0,277.0,3.0,0.7,298.0,295.0
2026-07-20T14:24:25.072749+02:00,2.767,32.25,3304,6.0,1.67,281.0,275.0,5.0,1.36,298.0,293.0
2026-07-20T14:24:25.094298+02:00,2.789,32.37,3325,3.0,1.19,280.0,277.0,3.0,1.03,297.0,294.0
2026-07-20T14:24:25.115836+02:00,2.810,32.49,3347,6.0,1.69,282.0,276.0,4.0,1.32,298.0,294.0
2026-07-20T14:24:25.137263+02:00,2.832,32.61,3369,6.0,1.64,281.0,275.0,5.0,1.28,298.0,293.0
2026-07-20T14:24:25.159818+02:00,2.854,32.74,3391,4.0,1.25,281.0,277.0,4.0,1.18,298.0,294.0
